"","x","y","cellType"
"2115",587.793522267207,1422.08502024291,"Immune"
"2116",587.28818443804,368.755043227666,"Immune"
"2117",591.157392686804,790.29093799682,"Immune"
"2118",590.079006772009,911.302483069977,"Immune"
"2120",586.997481108312,1150.69017632242,"Immune"
"2122",590.136636636637,1846.86636636637,"Keratin+ Tumour"
"2123",594.505007153076,631.603719599428,"Keratin+ Tumour"
"2124",594.021707670043,1294.28075253256,"p53+Tumour"
"2125",599.934159566228,1952.71494965143,"p53+Tumour"
"2126",588.808510638298,618.654255319149,"Immune"
"2128",590.486842105263,1170.13684210526,"Immune"
"2129",587.744444444444,1435.17777777778,"Immune"
"2130",594.58371040724,1456.13876319759,"Endothelial"
"2131",592.0625,1883.578125,"Keratin+ Tumour"
"2132",590.056910569106,647.406504065041,"Keratin+ Tumour"
"2133",595.415073115861,849.552305961755,"Immune"
"2134",588.436018957346,210.36018957346,"Immune"
"2135",593.220623501199,526.700239808153,"Keratin+ Tumour"
"2138",593.866873065016,1571.15170278638,"Keratin+ Tumour"
"2139",590.674418604651,1121.92151162791,"Immune"
"2140",588.420974889217,1223.77104874446,"Immune"
"2141",591.189944134078,1315.00558659218,"Keratin+ Tumour"
"2142",593.435975609756,1619.94207317073,"Keratin+ Tumour"
"2143",591.275,1866,"Keratin+ Tumour"
"2144",593.806451612903,386.234604105572,"Immune"
"2146",596.061926605505,593.149082568807,"Immune"
"2147",591.816216216216,727.994594594595,"Endothelial"
"2149",598.158645276292,1332.64527629234,"p53+Tumour"
"2150",598.964788732394,500.600938967136,"Keratin+ Tumour"
"2151",603.418149466192,554.761565836299,"Keratin+ Tumour"
"2152",593.155325443787,1355.70118343195,"Keratin+ Tumour"
"2153",603.83949044586,1393.07006369427,"p53+Tumour"
"2154",595.993150684931,2013.20890410959,"p53+Tumour"
"2156",607.91059602649,1645.73289183223,"Keratin+ Tumour"
"2157",597.454545454545,52.4214876033058,"Immune"
"2158",595.848101265823,78.2489451476793,"Immune"
"2159",595.802222222222,1021.77555555556,"Immune"
"2160",597.825657894737,1693.75328947368,"Keratin+ Tumour"
"2162",599.84133611691,999.722338204593,"Immune"
"2163",601.972972972973,231.146718146718,"Endothelial"
"2164",600.874635568513,671.32944606414,"Immune"
"2165",596.704980842912,702.846743295019,"Immune"
"2166",599.87969924812,1043.62781954887,"Immune"
"2167",604.662576687117,1242.33251533742,"p53+Tumour"
"2169",604.383381924198,743.333819241982,"Endothelial"
"2170",597.287553648069,1075.48068669528,"Immune"
"2171",606.710865561694,1474.3241252302,"Endothelial"
"2172",605.879492600423,209.086680761099,"Endothelial"
"2173",603.410216718266,258.148606811145,"Immune"
"2174",602.295698924731,605.295698924731,"Immune"
"2175",604.412177985948,1271.1756440281,"p53+Tumour"
"2176",600.537142857143,1913.39142857143,"Keratin+ Tumour"
"2179",605.706689536878,360.210977701544,"Immune"
"2180",600.748603351955,458.458100558659,"Immune"
"2181",600.33904109589,472.972602739726,"Immune"
"2182",597.289962825279,685.921933085502,"Immune"
"2184",600.857692307692,164.915384615385,"Immune"
"2185",603.317757009346,286.817757009346,"Immune"
"2186",603.39012345679,821.261728395062,"Immune"
"2187",604.552099533437,1556.533437014,"Keratin+ Tumour"
"2188",602.571428571429,1731.49142857143,"Mesenchymal"
"2189",604.363309352518,36.1798561151079,"Immune"
"2190",603.484042553191,137.397163120567,"Immune"
"2191",605.448916408669,652.123839009288,"Keratin+ Tumour"
"2192",606.660746003552,970.476021314387,"Endothelial"
"2193",605.847665847666,1675.34152334152,"Keratin+ Tumour"
"2194",601.197183098591,448.042253521127,"Mesenchymal"
"2195",603.414634146341,718.085365853659,"Immune"
"2196",609.156941649899,1709.92957746479,"Keratin+ Tumour"
"2197",607.7659137577,101.930184804928,"Immune"
"2198",606.188284518828,767.661087866109,"Immune"
"2199",607.50612244898,1515.3387755102,"Keratin+ Tumour"
"2200",603.849816849817,1752.19413919414,"Keratin+ Tumour"
"2201",609.063461538462,928.267307692308,"Immune"
"2202",608.486338797814,1897.74316939891,"Keratin+ Tumour"
"2204",611.28188976378,869.817322834646,"Immune"
"2205",606.095367847411,1791.43324250681,"Keratin+ Tumour"
"2206",607.885245901639,1808.85245901639,"Keratin+ Tumour"
"2207",613.246290801187,1863.33382789318,"Keratin+ Tumour"
"2208",607.922535211268,1166.07042253521,"Immune"
"2209",612.482,187.29,"Immune"
"2211",608.188571428571,784.702857142857,"Immune"
"2212",609.950724637681,1086.69275362319,"Immune"
"2213",611.491166077739,1603.61130742049,"Keratin+ Tumour"
"2214",614.14,79.3025,"Immune"
"2216",610.87969924812,1212.84210526316,"Immune"
"2217",611.315403422983,1414.47432762836,"Unidentified"
"2220",610.289655172414,1298.4275862069,"p53+Tumour"
"2222",610.217105263158,1584.52631578947,"Keratin+ Tumour"
"2223",611.644230769231,1630.21634615385,"Keratin+ Tumour"
"2225",614.954954954955,524.186936936937,"Keratin+ Tumour"
"2226",613.518987341772,1259.44303797468,"p53+Tumour"
"2227",613.54128440367,708.440366972477,"Immune"
"2228",612.796460176991,1313.82300884956,"p53+Tumour"
"2229",612.59437751004,615.10843373494,"Keratin+ Tumour"
"2231",611.39375,1177.975,"Mesenchymal"
"2232",617.796296296296,1751.77777777778,"Keratin+ Tumour"
"2233",615.769090909091,1834.32545454545,"Keratin+ Tumour"
"2235",617.994082840237,1927.55917159763,"Keratin+ Tumour"
"2237",618.453608247423,1027.87216494845,"Mesenchymal"
"2238",615.710900473934,1047.32227488152,"Immune"
"2239",618.626349892009,1189.93304535637,"Keratin+ Tumour"
"2240",616.632958801498,1348.265917603,"p53+Tumour"
"2241",619.789674952199,583.806883365201,"Keratin+ Tumour"
"2243",624.725,1442.92368421053,"Mesenchymal"
"2244",618.306034482759,1537.66810344828,"Keratin+ Tumour"
"2245",624.552631578947,1769.97660818713,"Keratin+ Tumour"
"2246",620.15990990991,122.114864864865,"Immune"
"2247",616.271983640082,406.525562372188,"Immune"
"2249",617.444089456869,948.779552715655,"Immune"
"2250",619.572463768116,1692.97826086957,"Keratin+ Tumour"
"2251",619.040449438202,502.465168539326,"Immune"
"2252",623.449523809524,815.60380952381,"Immune"
"2253",622.201438848921,1720.09352517986,"Keratin+ Tumour"
"2254",622.660714285714,1912.46726190476,"Keratin+ Tumour"
"2255",630.200695047785,1974.84187662902,"p53+Tumour"
"2256",618.75,462.796195652174,"Immune"
"2257",622.573076923077,1158.22115384615,"Immune"
"2258",621.159763313609,1281.0650887574,"p53+Tumour"
"2259",617.941176470588,435.191553544495,"Immune"
"2260",620.164739884393,793.104046242775,"Immune"
"2261",624.453488372093,1817.98837209302,"Keratin+ Tumour"
"2262",625.565217391304,991.515217391304,"Endothelial"
"2263",624.614545454545,307.209090909091,"Immune"
"2265",623.069060773481,148.925414364641,"Immune"
"2266",623.426735218509,247.035989717224,"Endothelial"
"2267",623.310502283105,1295.87671232877,"p53+Tumour"
"2268",625.26402640264,1617.21782178218,"Keratin+ Tumour"
"2269",625.184049079755,1735.49386503067,"Keratin+ Tumour"
"2270",625.277955271565,1893.41533546326,"Keratin+ Tumour"
"2271",626.094298245614,62.1425438596491,"Immune"
"2272",637.041366906475,489.160071942446,"p53+Tumour"
"2273",623.09375,775.84375,"Immune"
"2274",628.428921568627,1677.72794117647,"Keratin+ Tumour"
"2275",627.508474576271,1793.42372881356,"Keratin+ Tumour"
"2276",635.576023391813,1874.20321637427,"p53+Tumour"
"2277",626.237410071942,1948.08633093525,"Keratin+ Tumour"
"2278",632.021487603306,201.469421487603,"Immune"
"2279",630.333853354134,631.185647425897,"Keratin+ Tumour"
"2281",628.239085239085,757.590436590437,"Immune"
"2282",624.935933147632,836.105849582173,"Immune"
"2283",633.37049941928,1589.99070847851,"Keratin+ Tumour"
"2284",629.062678062678,38.5783475783476,"Immune"
"2285",621.2,656.164705882353,"Immune"
"2286",628.841772151899,685.244725738397,"Immune"
"2287",628.704761904762,1088.43238095238,"Immune"
"2288",633.545816733068,547.365205843293,"Keratin+ Tumour"
"2289",631.366726296959,604.681574239714,"Keratin+ Tumour"
"2290",626.741258741259,722.489510489511,"Endothelial"
"2291",628.383333333333,867.904166666667,"Immune"
"2292",628.448051948052,904.798701298701,"Immune"
"2293",628.586387434555,968.942408376963,"Immune"
"2295",627.742268041237,1111.87628865979,"Immune"
"2296",632.798331015299,1216.56189151599,"Keratin+ Tumour"
"2297",633.790654205607,1262.76635514019,"p53+Tumour"
"2298",631.996204933586,1319.89184060721,"p53+Tumour"
"2299",626.942708333333,1387.859375,"Keratin+ Tumour"
"2301",634.094161958569,1423.4143126177,"Mesenchymal"
"2302",631.743169398907,99.9016393442623,"Immune"
"2303",626.609195402299,360.091954022988,"Immune"
"2304",630.628242074928,927.386167146974,"Immune"
"2305",632.675925925926,1351.14351851852,"p53+Tumour"
"2306",633.662030598053,1558.25869262865,"Keratin+ Tumour"
"2307",634.988304093567,262.423001949318,"Immune"
"2308",635.703125,452.12109375,"Immune"
"2309",632.106666666667,885.973333333333,"Immune"
"2311",630.828125,368.390625,"Immune"
"2312",638.955371900826,850.705785123967,"Immune"
"2313",636.771639042357,1047.28545119705,"Immune"
"2314",638.726114649682,1745.84925690021,"Keratin+ Tumour"
"2315",639.73820754717,140.86320754717,"Immune"
"2316",636.505555555556,281.45,"Immune"
"2317",635.244444444444,398.297222222222,"Immune"
"2318",635.68679245283,668.683018867924,"Immune"
"2319",632.698653198653,1242.60942760943,"p53+Tumour"
"2320",635.915730337079,383.207865168539,"Immune"
"2322",641.974557522124,1843.28318584071,"p53+Tumour"
"2323",644.886411889597,2005.98089171975,"Keratin+ Tumour"
"2324",641.223908918406,703.46110056926,"Immune"
"2325",636.861842105263,792.355263157895,"Unidentified"
"2326",639.222222222222,1145.44712182062,"Immune"
"2327",634.554054054054,1807.7972972973,"Keratin+ Tumour"
"2328",640.600522193212,117.749347258486,"Immune"
"2329",643.677793904209,523.062409288824,"Keratin+ Tumour"
"2330",639.952681388013,654.820189274448,"Immune"
"2332",634.8,1505.67142857143,"Immune"
"2334",644.884735202492,1892.84423676012,"Keratin+ Tumour"
"2335",649.047417442845,1931.56054191363,"Keratin+ Tumour"
"2336",642.14332247557,231.131921824104,"Immune"
"2337",641.786377708978,430.687306501548,"Immune"
"2340",644.484560570071,72.1615201900238,"Immune"
"2341",642.247113163972,734.459584295612,"Immune"
"2343",644.24236983842,299.671454219031,"Immune"
"2344",644.398275862069,579.034482758621,"Keratin+ Tumour"
"2345",644.225877192982,774.013157894737,"Immune"
"2347",647.278702163062,1288.85940099834,"p53+Tumour"
"2348",650.486746987952,1907.87228915663,"Keratin+ Tumour"
"2349",637.68458781362,166.878136200717,"Immune"
"2350",642.189533239038,1334.77934936351,"p53+Tumour"
"2351",645.085669781931,1474.13395638629,"Endothelial"
"2352",645.415478615071,1533.44195519348,"Keratin+ Tumour"
"2353",645.6171875,191.481770833333,"Immune"
"2354",646.21824686941,361.49373881932,"Immune"
"2355",643.436893203884,642.184466019418,"Immune"
"2356",642.870967741935,1692.87096774194,"Keratin+ Tumour"
"2357",644.94801980198,942.569306930693,"Immune"
"2358",645.836111111111,979.922222222222,"Unidentified"
"2359",646.923250564334,1366.58690744921,"Keratin+ Tumour"
"2361",648.856666666667,36.9266666666667,"Immune"
"2362",651.117903930131,1003.8500727802,"Mesenchymal"
"2363",647.01875,1507.5875,"Unidentified"
"2364",646.888888888889,90.3636363636364,"Immune"
"2367",643.733333333333,886.569696969697,"Immune"
"2369",643.476744186047,1647.1511627907,"Keratin+ Tumour"
"2375",648.650137741047,830.101928374656,"Immune"
"2376",647.544117647059,1025.88235294118,"Immune"
"2380",650.007772020725,1098.99740932642,"Immune"
"2381",657.014492753623,1721.37022397892,"Keratin+ Tumour"
"2382",651.997237569061,679.939226519337,"Immune"
"2383",659.028634361233,1617.5859030837,"Keratin+ Tumour"
"2384",652.327495621716,1813.89316987741,"Keratin+ Tumour"
"2385",654.076271186441,264.522598870056,"Immune"
"2386",655.851123595506,602.289325842697,"Keratin+ Tumour"
"2387",652.600660066007,618.719471947195,"Keratin+ Tumour"
"2388",651.68029739777,874.055762081784,"Immune"
"2389",652.559566787004,57.7111913357401,"Immune"
"2391",654.607011070111,412.293357933579,"Immune"
"2395",659.747663551402,250.04984423676,"Immune"
"2396",655.03305785124,801.107438016529,"Immune"
"2397",658.352422907489,1572.07929515419,"Keratin+ Tumour"
"2398",659.931263858093,347.210643015521,"Immune"
"2399",652,644.234042553191,"Immune"
"2401",663.234227129338,1781.07097791798,"Keratin+ Tumour"
"2402",661.740713224369,474.644130757801,"Keratin+ Tumour"
"2404",653.488448844884,755.260726072607,"Immune"
"2405",658.837016574586,1549.35359116022,"Keratin+ Tumour"
"2406",652.370919881306,1639.85459940653,"Keratin+ Tumour"
"2408",658.111617312073,554.567198177677,"p53+Tumour"
"2409",658.749469214437,724.575371549894,"Immune"
"2410",657.235294117647,895.796568627451,"Immune"
"2411",657.403083700441,922.013215859031,"Unidentified"
"2412",659.197222222222,1155.18055555556,"Immune"
"2414",658.463157894737,955.631578947368,"Mesenchymal"
"2415",657.948630136986,1061.56849315068,"Immune"
"2416",656.727564102564,1386.36538461538,"Immune"
"2417",658.947126436782,1697.06896551724,"Keratin+ Tumour"
"2418",661.07992202729,1745.87134502924,"Keratin+ Tumour"
"2419",659.785,171.4575,"Immune"
"2420",659.607028753994,375.945686900958,"Immune"
"2421",662.859683794466,147.851778656126,"Immune"
"2424",663.583505154639,114.515463917526,"Immune"
"2425",660.335907335907,328.88416988417,"Immune"
"2426",656.715277777778,634.319444444444,"Immune"
"2427",666.759930915371,973.732297063903,"Keratin+ Tumour"
"2428",662.404290429043,1861.12541254125,"Keratin+ Tumour"
"2430",667.010822510823,95.004329004329,"Immune"
"2431",657.308333333333,427.441666666667,"Immune"
"2432",661.73381294964,1188.47961630695,"Immune"
"2433",662.77508650519,1262.96885813149,"Keratin+ Tumour"
"2434",659.534090909091,1355.76704545455,"Keratin+ Tumour"
"2435",663.912,50.548,"Immune"
"2436",666.975257731959,206.905154639175,"Immune"
"2437",662.762589928058,790.913669064748,"Immune"
"2438",669.468571428571,1218.34057142857,"Immune"
"2439",663.831932773109,189.567226890756,"Immune"
"2441",662.201646090535,286.995884773663,"Immune"
"2442",665.014084507042,688.929577464789,"Immune"
"2443",676.559608540925,525.655693950178,"p53+Tumour"
"2444",669.05462184874,703.663865546219,"Immune"
"2446",676.644032921811,578.331275720165,"Keratin+ Tumour"
"2448",667.970037453184,648.739700374532,"Immune"
"2449",672.964021164021,839.795767195767,"p53+Tumour"
"2450",668.396624472574,938.919831223629,"Keratin+ Tumour"
"2451",669.933021806854,1085.78037383178,"Immune"
"2452",664.748979591837,1517.82653061224,"Keratin+ Tumour"
"2454",675.061191626409,621.578099838969,"Keratin+ Tumour"
"2455",669.695501730104,753.674740484429,"Immune"
"2456",672.013333333333,132.073333333333,"Immune"
"2458",671.197478991597,428.680672268908,"Immune"
"2459",671.538461538462,951.747252747253,"Keratin+ Tumour"
"2460",670.787746170678,1363.97592997812,"Keratin+ Tumour"
"2461",666.839108910891,1416.2004950495,"Immune"
"2463",671.414691943128,671.654028436019,"Immune"
"2464",673.458333333333,1123.2516025641,"Immune"
"2465",674.516971279373,37.757180156658,"Immune"
"2466",673.088531187123,773.587525150905,"Immune"
"2467",671.608695652174,1326.6726342711,"Keratin+ Tumour"
"2469",673.897619047619,224.483333333333,"Immune"
"2472",673.416370106762,1825.2846975089,"Immune"
"2474",678.202898550725,317.512077294686,"Immune"
"2475",675.305732484076,560.541401273885,"p53+Tumour"
"2476",674.10621761658,1044.22279792746,"Immune"
"2477",686.64979253112,1940.91369294606,"p53+Tumour"
"2479",684.961356466877,1301.45425867508,"p53+Tumour"
"2480",674.977049180328,1389.98032786885,"Keratin+ Tumour"
"2481",677.367387033399,284.29862475442,"Immune"
"2482",672.755656108597,392.737556561086,"Immune"
"2483",680.464419475655,547.677902621723,"p53+Tumour"
"2484",674.857627118644,1496.92542372881,"Endothelial"
"2487",679.387978142076,814.154826958106,"p53+Tumour"
"2488",675.832,1275.328,"Keratin+ Tumour"
"2489",688.721902017291,1701.11239193084,"Keratin+ Tumour"
"2491",676.540909090909,378.104545454545,"Immune"
"2493",675.171171171171,727.081081081081,"Immune"
"2494",674.146627565982,897.706744868035,"Keratin+ Tumour"
"2496",676.937106918239,1474.37735849057,"Immune"
"2497",685.523364485981,165.789052069426,"Immune"
"2499",678.962577962578,1540.34511434511,"Keratin+ Tumour"
"2500",684.02427184466,452.187702265372,"Keratin+ Tumour"
"2501",678.508695652174,1004.52391304348,"Keratin+ Tumour"
"2502",689.142691415313,1341.41995359629,"Keratin+ Tumour"
"2503",684.779527559055,1411.95866141732,"Keratin+ Tumour"
"2504",678.817567567568,243.89527027027,"Immune"
"2505",681.748780487805,1875.91219512195,"Immune"
"2506",683.462121212121,63.3996212121212,"Immune"
"2508",679.516587677725,363.488151658768,"Immune"
"2509",685.750436300175,880.20942408377,"Keratin+ Tumour"
"2511",682.981538461538,1239.37846153846,"Immune"
"2516",684.350364963504,1062.21167883212,"Immune"
"2517",678.637305699482,1153.53367875648,"Immune"
"2518",684.15668202765,1370.85253456221,"Keratin+ Tumour"
"2519",685.22380952381,2010.13095238095,"Keratin+ Tumour"
"2520",683.947368421053,200.111842105263,"Immune"
"2521",687.880597014925,389.126865671642,"Immune"
"2522",684.168224299065,712.481308411215,"Immune"
"2523",683.496913580247,739.83024691358,"Immune"
"2524",687.730337078652,1647.8102372035,"Keratin+ Tumour"
"2526",683.581005586592,1891.50279329609,"Immune"
"2528",684.10298102981,598.59620596206,"Keratin+ Tumour"
"2529",685.666666666667,653.219696969697,"Immune"
"2530",689.439205955335,780.642679900744,"Immune"
"2531",684.704379562044,913.970802919708,"Keratin+ Tumour"
"2532",689.002358490566,85.2783018867924,"Immune"
"2533",689.146643109541,125.83038869258,"Immune"
"2534",688.294670846395,186.529780564263,"Immune"
"2537",686.777227722772,692.792079207921,"Immune"
"2538",690.905160390516,975.101813110181,"Keratin+ Tumour"
"2539",694.970711297071,1556.89121338912,"Keratin+ Tumour"
"2540",688.79801980198,402.857425742574,"Immune"
"2543",685.27358490566,414.820754716981,"Immune"
"2546",693.820512820513,494.120663650075,"p53+Tumour"
"2547",690.29197080292,723.85401459854,"Immune"
"2548",684.98275862069,952.224137931035,"Keratin+ Tumour"
"2549",690.311740890688,353.036437246964,"Immune"
"2550",692.086393088553,937.203023758099,"Keratin+ Tumour"
"2551",688.769911504425,1181.43362831858,"Immune"
"2552",694.294444444444,1260.33055555556,"p53+Tumour"
"2553",689.109375,1471.37890625,"Unidentified"
"2554",691.243042671614,266.489795918367,"Immune"
"2556",688.848998459168,1857.90909090909,"Immune"
"2557",699.260348583878,1992.95533769063,"p53+Tumour"
"2558",695.405555555556,803.62962962963,"p53+Tumour"
"2559",694.934823091248,1150.06145251397,"Immune"
"2560",689.751773049645,1392.41134751773,"p53+Tumour"
"2561",697.816780821918,1596.03938356164,"Keratin+ Tumour"
"2562",697.018003273322,1964.42225859247,"p53+Tumour"
"2563",695.432098765432,373.203703703704,"Immune"
"2564",699.092224231465,423.989150090416,"Immune"
"2565",693.1953125,756.33984375,"Immune"
"2566",703.022364217252,1408.80191693291,"p53+Tumour"
"2567",696.247081712062,1620.51167315175,"Keratin+ Tumour"
"2568",696.966873706004,41.2650103519669,"Immune"
"2569",700.966237942122,1433.59163987138,"p53+Tumour"
"2570",694.266666666667,1902.9380952381,"Immune"
"2572",694.748837209302,470.46976744186,"Keratin+ Tumour"
"2573",695.834482758621,669.15632183908,"Immune"
"2576",698.031578947368,739.947368421053,"Immune"
"2577",697.767772511848,1047.38388625592,"Immune"
"2578",696.065326633166,1170.13567839196,"Immune"
"2579",699.760984182777,1083.21089630931,"Immune"
"2580",703.685106382979,1577.87446808511,"Keratin+ Tumour"
"2582",701.501968503937,245.232283464567,"Immune"
"2583",707.835360149673,1380.02993451824,"p53+Tumour"
"2585",701.284501061571,300.208067940552,"Immune"
"2587",700.561085972851,1473.74208144796,"Unidentified"
"2588",695.978991596639,1766.97268907563,"Keratin+ Tumour"
"2589",700.4592760181,544.547511312217,"Keratin+ Tumour"
"2590",702.851724137931,1828.27413793103,"Immune"
"2593",704.464143426295,703.107569721116,"Immune"
"2594",702.290476190476,879.666666666667,"Keratin+ Tumour"
"2595",705.406504065041,917.710027100271,"Keratin+ Tumour"
"2596",701.140417457305,205.220113851992,"Immune"
"2599",702.590747330961,342.302491103203,"Immune"
"2600",707.730769230769,580.296923076923,"Keratin+ Tumour"
"2601",702.659305993691,643.637223974763,"Immune"
"2602",709.761732851986,859.500601684717,"p53+Tumour"
"2603",704.830459770115,518.014367816092,"p53+Tumour"
"2604",701.873170731707,723.687804878049,"Immune"
"2605",707.345394736842,898.827302631579,"Keratin+ Tumour"
"2607",713.716502115656,1286.37517630465,"p53+Tumour"
"2609",706.511029411765,1339.85294117647,"Tumour"
"2610",709.593291404612,1528.43605870021,"Keratin+ Tumour"
"2611",710.812688821752,1928.43202416918,"Immune"
"2612",707.804664723032,227.65889212828,"Immune"
"2616",713.858974358974,1632.09775641026,"Keratin+ Tumour"
"2617",708.118942731278,1909.43612334802,"Immune"
"2618",715.831105710814,64.8712029161604,"Immune"
"2619",708.292134831461,151.662921348315,"Immune"
"2620",711.44235924933,612.328418230563,"Keratin+ Tumour"
"2621",708.25641025641,183.777777777778,"Immune"
"2623",710.879049676026,457.518358531318,"p53+Tumour"
"2624",710.037209302326,483.613953488372,"Keratin+ Tumour"
"2626",710.474074074074,671.292592592593,"Immune"
"2627",713.532448377581,957.353982300885,"Keratin+ Tumour"
"2629",715.81387283237,103.072832369942,"Immune"
"2630",710.526984126984,166.431746031746,"Immune"
"2631",712.34435261708,266.151515151515,"Immune"
"2632",716.973537604457,1254.20752089136,"p53+Tumour"
"2633",712.120689655172,31.948275862069,"Immune"
"2634",709.788571428571,820.745714285714,"Keratin+ Tumour"
"2635",717.943089430894,931.825203252033,"Keratin+ Tumour"
"2636",713.534988713318,1169.72686230248,"Immune"
"2637",714.85,404.5675,"Immune"
"2638",712.44495412844,731.206422018349,"Immune"
"2639",716.168021680217,1748.73848238482,"Keratin+ Tumour"
"2640",711.179104477612,82.865671641791,"Immune"
"2641",715.372693726937,290.221402214022,"Immune"
"2643",714.942065491184,1053.83123425693,"Keratin+ Tumour"
"2644",719.283159463487,1312.69746646796,"p53+Tumour"
"2645",714.238596491228,1447.84561403509,"p53+Tumour"
"2646",711.887096774194,1725.73655913978,"Keratin+ Tumour"
"2650",712.008403361345,1871.83753501401,"Mesenchymal"
"2652",715.515151515152,1982.64069264069,"p53+Tumour"
"2653",712.026954177898,357.749326145553,"Immune"
"2654",719.656378600823,505.701646090535,"p53+Tumour"
"2655",716.726744186047,542.491279069767,"p53+Tumour"
"2656",713.231884057971,1187.35507246377,"Immune"
"2657",722.348387096774,1573.39032258065,"Keratin+ Tumour"
"2658",726.485564304462,131.616797900262,"Immune"
"2659",720.889344262295,435.895491803279,"Immune"
"2660",721.474272930649,1493.8322147651,"Mesenchymal"
"2662",729.981176470588,1694.32705882353,"Keratin+ Tumour"
"2663",717.192307692308,1796.66153846154,"Mesenchymal"
"2664",730.289377289377,647.94358974359,"Keratin+ Tumour"
"2665",718.737891737892,1854.80626780627,"Immune"
"2666",713.985148514852,142.782178217822,"Immune"
"2667",719.492063492063,326.301587301587,"Endothelial"
"2669",726.724284199364,1356.51431601273,"Keratin+ Tumour"
"2670",724.996908809892,1547.70942812983,"Keratin+ Tumour"
"2671",720.526479750779,44.3239875389408,"Immune"
"2672",720.442307692308,216.201923076923,"Immune"
"2673",725.106557377049,562.793032786885,"Keratin+ Tumour"
"2674",731.45704845815,198.29295154185,"Immune"
"2676",717.539634146341,766.048780487805,"Immune"
"2677",721.369458128079,880.931034482759,"Keratin+ Tumour"
"2678",725.736975857687,1411.06861499365,"p53+Tumour"
"2679",722.755952380952,1995.60714285714,"p53+Tumour"
"2682",722.60650887574,1023.52958579882,"Keratin+ Tumour"
"2683",723.098265895954,1457.71676300578,"p53+Tumour"
"2684",734.505064145847,1656.63740715733,"Keratin+ Tumour"
"2685",725.282780410742,1894.38230647709,"Immune"
"2687",726.335483870968,1231.43870967742,"Keratin+ Tumour"
"2688",725.82334384858,175.432176656151,"Immune"
"2690",726.3,734.3,"Immune"
"2693",727.058333333333,235.45,"Immune"
"2694",730.174107142857,303.785714285714,"Immune"
"2695",727.370860927152,532.576158940397,"p53+Tumour"
"2696",728.927835051546,1071.98969072165,"Keratin+ Tumour"
"2697",727.742857142857,1431.48,"p53+Tumour"
"2699",725.4,369.515789473684,"Immune"
"2700",731.924317617866,474.220843672457,"p53+Tumour"
"2701",733.773493975904,839.838554216867,"Keratin+ Tumour"
"2703",732.138381201044,419.086161879896,"Immune"
"2704",729.292735042735,693.767094017094,"Immune"
"2705",731.74297188755,716.345381526104,"Immune"
"2706",729.116788321168,2012.99635036496,"Keratin+ Tumour"
"2707",731.171830985915,155.608450704225,"Immune"
"2708",726.910112359551,360.056179775281,"Immune"
"2709",736.367320261438,1044.90065359477,"Keratin+ Tumour"
"2710",736.4512,1330.6176,"Keratin+ Tumour"
"2711",737.30376344086,1595.59050179211,"Keratin+ Tumour"
"2712",729.019169329074,1772.7124600639,"Keratin+ Tumour"
"2714",732.776031434185,1123.79174852652,"Immune"
"2716",729.546666666667,1810.85333333333,"Immune"
"2717",739.486308871851,808.200438116101,"Keratin+ Tumour"
"2718",729.385542168675,855.144578313253,"Keratin+ Tumour"
"2720",736,897,"Keratin+ Tumour"
"2722",732.649635036496,395.620437956204,"Immune"
"2723",741.975659229209,456.265720081136,"Immune"
"2724",735.844262295082,918.06762295082,"Keratin+ Tumour"
"2725",735.630021141649,1936.80972515856,"Immune"
"2726",736.774122807018,344.243421052632,"Immune"
"2727",730.553956834532,787.107913669065,"Keratin+ Tumour"
"2728",735.273469387755,1843.09591836735,"Immune"
"2729",731.548387096774,1915.90783410138,"Immune"
"2731",732.683035714286,748.3125,"Immune"
"2732",737.273127753304,1173.77092511013,"Immune"
"2733",737.239766081871,1467.23976608187,"Immune"
"2734",738.760956175299,1745.03984063745,"Keratin+ Tumour"
"2735",744.420084865629,1979.67326732673,"p53+Tumour"
"2736",740.673835125448,39.7078853046595,"Immune"
"2738",743.713884992987,876.514726507714,"Keratin+ Tumour"
"2740",737.43161634103,1268.45470692718,"Keratin+ Tumour"
"2741",735.832807570978,1447.84858044164,"Immune"
"2742",735.401785714286,495.147321428571,"Keratin+ Tumour"
"2745",746.981740064447,518.733619763695,"Keratin+ Tumour"
"2747",740.405405405405,1561.87387387387,"Keratin+ Tumour"
"2748",737.790697674419,1020.17829457364,"Keratin+ Tumour"
"2750",738.856115107914,1880.41726618705,"Immune"
"2752",738.668085106383,775.659574468085,"Immune"
"2754",739.8,969.172727272727,"Immune"
"2756",744.473515248796,252.54253611557,"Immune"
"2757",737.618320610687,576.637404580153,"Immune"
"2758",739.886446886447,366.527472527473,"Immune"
"2759",739.897777777778,591.204444444444,"Immune"
"2760",741.570212765957,1219.14893617021,"Keratin+ Tumour"
"2761",748.184510250569,1304.63553530752,"p53+Tumour"
"2762",740.437125748503,1513.60479041916,"Immune"
"2764",746.383863080685,173.273838630807,"Immune"
"2765",737.585798816568,1007.59467455621,"Keratin+ Tumour"
"2766",739.834394904459,1819.21656050955,"Immune"
"2767",753.550181378476,558.935912938331,"p53+Tumour"
"2769",753.414182111201,1391.38033843674,"p53+Tumour"
"2770",745.146902654867,1779.02654867257,"Keratin+ Tumour"
"2771",747.37012987013,119.017316017316,"Immune"
"2772",745.111888111888,1107.28671328671,"Immune"
"2773",742.792079207921,1366.10891089109,"Keratin+ Tumour"
